City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,selfoss,63.9331,-20.9971,25.05,50,0,24.0,IS,1712015059
290,nueve de julio,-35.4444,-60.8831,62.96,70,97,1.99,AR,1712015004
291,constitucion,-35.3333,-72.4167,54.34,73,41,11.12,CL,1712014775
292,machico,32.7,-16.7667,65.03,81,40,17.27,PT,1712015060
293,bonthe,7.5264,-12.505,78.85,90,28,4.81,SL,1712014908
294,touros,-5.1989,-35.4608,80.91,80,100,8.37,BR,1712014838
295,tangalle,6.024,80.7911,77.14,90,90,4.43,LK,1712015062
296,alaghsas,17.0187,8.0168,87.78,10,4,7.14,NE,1712014879
297,murzuq,25.9155,13.9184,74.66,14,0,11.39,LY,1712014890
298,abbeville,50.1,1.8333,49.96,89,30,15.82,FR,1712015063
299,road town,18.4167,-64.6167,77.04,78,40,9.22,VG,1712014880
300,yemetsk,63.4721,41.7941,37.29,100,100,3.76,RU,1712015063
301,brookings,44.3114,-96.7984,38.1,87,100,6.91,US,1712014803
302,kavaratti,10.5669,72.642,82.72,75,14,6.26,IN,1712014910
303,irtyshsk,53.3333,75.4572,36.19,97,92,11.48,KZ,1712015066
304,nishinoomote,30.7333,131.0,66.76,88,75,11.5,JP,1712015067
305,metahara,8.9,39.9167,75.31,68,71,2.57,ET,1712015067
306,shingu,33.7333,135.9833,62.02,45,36,1.86,JP,1712014775
307,mezhdurechenskiy,59.6,65.9333,27.91,94,84,4.34,RU,1712015068
308,dalnegorsk,44.5604,135.5701,38.61,80,19,5.99,RU,1712015068
309,mukalla,14.5425,49.1242,78.22,74,47,3.65,YE,1712015069
310,nogliki,51.8333,143.1667,32.34,91,100,3.0,RU,1712014896
311,punta arenas,-53.15,-70.9167,48.31,71,75,16.11,CL,1712014884
312,fruita,39.1589,-108.729,57.58,36,20,6.91,US,1712015070
313,okhotsk,59.3833,143.3,21.6,70,12,17.58,RU,1712015070
314,genhe,50.7833,121.5167,20.03,71,100,2.48,CN,1712015071
315,broome,42.2506,-75.833,49.32,81,100,0.81,US,1712015071
316,volkhov,59.9258,32.3382,43.41,96,80,3.27,RU,1712015071
317,bandar,2.05,99.75,74.68,97,97,1.83,ID,1712015072
318,vorgashor,67.5833,63.95,5.76,96,100,5.39,RU,1712014848
319,tolanaro,-25.0319,46.9987,75.27,78,75,18.41,MG,1712014825
320,suntar,62.1444,117.6319,13.26,98,100,0.83,RU,1712014871
321,azangaro,-14.9167,-70.2167,47.1,89,100,9.51,PE,1712015074
322,pasuquin,18.3328,120.6177,78.75,94,20,4.61,PH,1712015074
323,mossel bay,-34.1831,22.146,60.73,70,5,15.21,ZA,1712015074
324,nikolayevsk-on-amure,53.1406,140.73,29.8,87,99,5.32,RU,1712015075
325,calarasi,47.2544,28.3081,60.31,50,50,6.96,MD,1712015075
326,martuk,50.7475,56.5056,41.94,87,90,5.48,KZ,1712015076
327,tadine,-21.55,167.8833,79.79,64,18,12.08,NC,1712015076
328,riachao,-7.3619,-46.6172,74.57,88,82,2.28,BR,1712015076
329,mata-utu,-13.2816,-176.1745,85.68,75,44,20.62,WF,1712015077
330,chitradurga,14.2333,76.4,74.86,63,3,3.47,IN,1712015077
331,vysokiy,58.35,60.05,32.05,94,97,8.81,RU,1712015078
332,tindouf,27.6711,-8.1474,66.65,45,0,9.22,DZ,1712015078
333,ocean shores,46.9737,-124.1563,56.28,84,100,9.22,US,1712014853
334,saint-pierre,-21.3393,55.4781,76.68,88,100,23.02,RE,1712015079
335,freetown,8.484,-13.2299,78.55,86,39,5.91,SL,1712015079
336,mims,28.6653,-80.8448,81.18,71,0,11.5,US,1712015080
337,darzab,35.9774,65.3783,45.52,66,97,1.72,AF,1712015080
338,inirida,3.8653,-67.9239,76.87,88,69,0.16,CO,1712015081
339,katabu,-4.9333,122.5167,80.51,88,99,3.11,ID,1712015081
340,sinabang,2.4803,96.3801,80.76,81,95,0.98,ID,1712015081
341,mujiayingzi,42.1167,118.7833,45.45,37,98,1.63,CN,1712014849
342,vega de alatorre,20.0333,-96.6333,82.35,76,41,9.4,MX,1712015083
343,shache,38.4167,77.2406,45.21,53,24,8.61,CN,1712015083
344,dihok,36.8695,42.994,56.82,44,35,5.66,IQ,1712014779
345,dalandzadgad,43.5708,104.425,41.11,48,100,6.91,MN,1712015084
346,faya-largeau,17.9257,19.1043,81.57,11,90,12.93,TD,1712014774
347,padang,-0.9492,100.3543,77.05,91,85,3.02,ID,1712015084
348,nizhnesortymskiy,62.4397,71.7603,14.97,96,66,9.55,RU,1712015085
349,grinnell,41.743,-92.7224,46.38,98,100,18.41,US,1712014540
350,cafayate,-26.073,-65.9761,66.67,90,83,4.05,AR,1712015086
351,luganville,-15.5333,167.1667,81.64,86,67,9.37,VU,1712015086
352,corinto,37.9407,22.9573,60.22,51,71,3.44,GR,1712015087
353,kasongo-lunda,-6.4667,16.8167,69.48,87,80,0.69,CD,1712014739
354,santiago de cao,-7.9589,-79.2392,71.73,83,40,10.36,PE,1712015087
355,afaahiti,-17.75,-149.2833,87.67,69,73,17.25,PF,1712014786
356,kununurra,-15.7667,128.7333,78.78,94,75,5.75,AU,1712014851
357,contai,21.7786,87.7536,77.56,72,16,3.11,IN,1712015088
358,revda,56.801,59.9303,33.22,92,100,6.69,RU,1712014862
359,menaka,15.9182,2.4022,93.47,14,76,11.05,ML,1712015090
360,teruel,40.6667,-0.6667,35.28,83,50,12.8,ES,1712014863
361,box elder,41.5005,-112.8764,47.59,51,82,5.68,US,1712015090
362,trondheim,63.4305,10.3951,37.45,93,100,4.03,NO,1712015091
363,pont rouge,48.8833,-72.0825,39.49,68,58,7.36,CA,1712015091
364,tongren,27.7172,109.1853,69.13,95,97,0.94,CN,1712015092
365,antsiranana,-12.2787,49.2917,78.15,89,86,9.86,MG,1712014895
366,manaure,11.7751,-72.4445,82.22,68,72,21.0,CO,1712015092
367,luderitz,-26.6481,15.1594,61.16,69,0,16.75,NA,1712014754
368,hugo,45.16,-92.9933,43.93,70,96,3.0,US,1712015093
369,vadso,70.0744,29.7487,18.48,62,46,21.85,NO,1712014815
370,armidale,-30.5167,151.65,71.83,53,17,12.01,AU,1712015094
371,porbandar,21.6422,69.6093,75.99,66,93,7.49,IN,1712015094
372,ranchuelo,22.3772,-80.1489,79.88,68,9,6.42,CU,1712015095
373,aginskoye,51.1,114.53,28.87,39,57,23.76,RU,1712015095
374,bardai,11.65,7.2333,84.07,14,100,5.41,NG,1712015095
375,deqen,29.9618,90.7188,35.78,46,32,4.43,CN,1712014813
376,irituia,-1.7711,-47.4381,76.35,98,95,3.06,BR,1712015096
377,kerikeri,-35.2268,173.9474,69.8,49,54,4.56,NZ,1712014636
378,inarajan village,13.2736,144.7484,85.17,82,98,17.9,GU,1712015097
379,puranpur,28.5167,80.15,65.1,34,81,7.7,IN,1712015097
380,berrahal,36.8353,7.4533,51.53,88,52,5.19,DZ,1712015098
381,tvoroyri,61.5556,-6.8111,43.21,78,100,28.34,FO,1712015099
382,homer,59.6425,-151.5483,31.87,98,100,25.01,US,1712015099
383,linxia chengguanzhen,35.6003,103.2064,47.23,47,99,2.73,CN,1712015099
384,labuan,5.2767,115.2417,80.96,94,40,2.3,MY,1712015100
385,kasempa,-13.4584,25.8338,65.7,92,100,2.64,ZM,1712015100
386,bagneres-de-bigorre,43.0667,0.15,42.49,93,75,5.75,FR,1712015102
387,puerto deseado,-47.7503,-65.8938,53.73,62,3,19.22,AR,1712015102
388,toliara,-23.35,43.6667,79.7,62,79,14.63,MG,1712015103
389,nar'yan-mar,67.6713,53.087,15.12,87,100,11.01,RU,1712014877
390,kaiapoi,-43.3783,172.6401,62.08,64,100,3.44,NZ,1712015104
391,kasongo,-4.45,26.6667,69.3,98,97,1.83,CD,1712015105
392,kumagunnam,13.1551,10.6342,86.36,14,86,5.68,NG,1712015106
393,greenville,35.6127,-77.3663,80.76,57,0,4.61,US,1712015008
394,saint croix,17.7397,-64.7388,81.05,76,40,11.5,VI,1712015106
395,coxen hole,16.3244,-86.5366,83.48,74,0,18.41,HN,1712015107
396,kotido,2.9806,34.1331,73.31,66,30,8.39,UG,1712014894
397,tazacorte,28.629,-17.9293,63.57,83,0,6.91,ES,1712014511
398,ashland,40.8167,-82.2665,54.88,90,100,7.63,US,1712014943
399,hammerfest,70.6634,23.6821,16.25,92,100,4.61,NO,1712014809
400,sola,-13.8833,167.55,81.81,79,42,12.5,VU,1712015109
401,picota,-6.9197,-76.3304,75.69,100,100,0.51,PE,1712015109
402,jilib,0.4883,42.7854,77.74,89,74,2.68,SO,1712015110
403,fauske,67.2588,15.3918,26.64,93,100,5.55,NO,1712015067
404,zambezi,-13.5432,23.1047,65.48,98,100,4.54,ZM,1712015111
405,kirando,-7.4167,30.6,71.67,86,90,3.6,TZ,1712015111
406,preobrazheniye,42.9019,133.9064,38.23,50,1,6.98,RU,1712014905
407,rio grande,-32.035,-52.0986,69.91,85,100,26.98,BR,1712014921
408,booneville,34.6582,-88.5667,78.19,75,100,11.45,US,1712014816
409,port lincoln,-34.7333,135.8667,61.56,68,39,15.79,AU,1712014782
410,al awjam,26.5632,49.9433,69.91,46,75,6.91,SA,1712015113
411,kruisfontein,-34.0033,24.7314,60.89,79,83,6.26,ZA,1712015113
412,malango,-2.9627,119.9001,72.1,94,98,0.63,ID,1712014812
413,saint-denis,48.9167,2.3333,50.77,82,40,17.27,FR,1712014821
414,uttar char fasson,22.2332,90.7132,80.67,89,22,7.47,BD,1712015114
415,huanggang,23.677,116.9996,71.49,92,98,4.36,CN,1712015115
416,la rinconada,37.4873,-5.9826,56.05,88,0,2.3,ES,1712015115
417,selkirk,50.1436,-96.8845,42.87,57,76,4.0,CA,1712015116
418,santa isabel,-23.3156,-46.2214,70.9,95,27,1.45,BR,1712014906
419,mangai,-4.05,19.5333,69.91,93,81,2.28,CD,1712015117
420,waiuku,-37.25,174.75,70.32,68,45,4.12,NZ,1712015117
421,knyaze-volkonskoye,48.4642,135.4567,35.94,88,86,3.0,RU,1712014968
422,kostomuksha,64.571,30.5767,25.03,94,100,11.01,RU,1712015118
423,itoman,26.1247,127.6694,75.22,90,75,16.11,JP,1712015119
424,cooper's town,26.8667,-77.5167,73.27,67,86,8.88,BS,1712015119
425,hilo,19.7297,-155.09,80.28,79,100,12.66,US,1712014554
426,arkhangel'sk,64.5401,40.5433,36.12,100,100,8.95,RU,1712014829
427,saint-joseph,-21.3667,55.6167,75.58,93,100,15.28,RE,1712015121
428,ingeniero jacobacci,-41.3427,-69.5448,53.2,19,0,9.13,AR,1712015121
429,abong mbang,3.9833,13.1833,72.54,78,100,2.84,CM,1712015122
430,lukolela,-1.0605,17.1821,72.81,84,100,2.82,CD,1712015122
431,baoro,5.6667,15.9667,73.33,55,97,3.6,CF,1712015123
432,chornomors'k,46.305,30.6548,48.94,86,72,10.18,UA,1712015123
433,tulagi,-9.0996,160.1476,81.82,75,89,2.39,SB,1712014869
434,verdun,49.25,5.3333,47.16,95,18,14.67,FR,1712015124
435,acaponeta,22.4964,-105.3594,82.99,43,8,6.08,MX,1712015124
436,ondjiva,-17.0667,15.7333,73.44,73,0,9.22,AO,1712015125
437,lapithos,35.3375,33.1792,61.09,62,0,6.29,CY,1712015125
438,amurzet,47.6967,131.0981,37.06,49,7,9.89,RU,1712015126
439,thunder bay,48.4001,-89.3168,33.78,69,20,11.5,CA,1712014893
440,camiri,-20.05,-63.5167,75.07,86,96,0.96,BO,1712015127
441,vieux-habitants,16.0589,-61.7659,79.72,73,97,10.29,GP,1712015128
442,pizarro,4.9533,-77.366,78.75,87,75,2.95,CO,1712015128
443,kuruman,-27.4524,23.4325,61.0,78,44,1.07,ZA,1712015129
444,claveria,18.6074,121.0832,82.17,64,80,5.23,PH,1712015129
445,la gi,10.6667,107.7833,80.35,76,89,4.56,VN,1712015130
446,bikenibeu village,1.3673,173.1241,87.76,74,20,6.91,KI,1712015130
447,fort st. john,56.2499,-120.8529,51.69,15,75,13.8,CA,1712015017
448,iglino,54.8324,56.4126,33.89,99,100,6.49,RU,1712015131
449,urdinarrain,-32.6857,-58.8932,59.68,95,100,7.81,AR,1712015131
450,trairi,-3.2778,-39.2689,78.3,87,87,4.05,BR,1712015096
451,augusto correa,-1.0217,-46.635,77.18,94,51,2.66,BR,1712015133
452,ivdel',60.6911,60.4206,27.03,92,98,4.0,RU,1712015133
453,bafq,31.6128,55.4107,57.67,28,74,7.25,IR,1712015133
454,essaouira,31.5125,-9.77,62.1,77,75,2.3,MA,1712015134
455,el charco,2.4769,-78.1105,76.3,94,98,4.43,CO,1712015134
456,murghob,38.1702,73.9667,9.81,50,13,6.06,TJ,1712015135
457,zakynthos,37.7914,20.8953,60.64,82,64,11.59,GR,1712015135
458,minas de marcona,-15.2119,-75.1103,64.63,77,88,10.31,PE,1712014817
459,nagqu,31.5,92.0,25.95,34,100,3.53,CN,1712014521
460,sovetskaya gavan',48.9723,140.2878,31.1,94,70,11.03,RU,1712015136
461,plouzane,48.3833,-4.6167,50.05,87,75,25.32,FR,1712015137
462,martapura,-3.4167,114.85,77.09,94,0,2.3,ID,1712015137
463,kolonia town,6.964,158.206,87.91,74,75,11.5,FM,1712015138
464,antalaha,-14.9003,50.2788,77.27,89,59,5.59,MG,1712015138
465,hotan,37.0997,79.9269,47.75,40,98,7.83,CN,1712015139
466,endingen,48.1333,7.7,49.48,77,30,9.64,DE,1712015139
467,grevena,40.0845,21.4274,56.41,49,100,4.65,GR,1712015140
468,shizilu,35.1711,118.8289,53.92,84,100,7.25,CN,1712015140
469,krasnoufimsk,56.6059,57.7669,34.75,96,100,5.95,RU,1712015141
470,greymouth,-42.4667,171.2,60.62,62,76,0.25,NZ,1712015141
471,nova vicosa,-17.8919,-39.3719,79.95,76,98,10.29,BR,1712015141
472,puerto aysen,-45.4,-72.7,45.41,100,100,4.52,CL,1712015142
473,pacific grove,36.6177,-121.9166,69.21,73,0,9.22,US,1712014820
474,dryden,49.7833,-92.7503,39.49,33,0,9.22,CA,1712014744
475,khadan khak,30.7477,67.7085,49.5,31,100,5.93,PK,1712015143
476,port hedland,-20.3167,118.5667,89.65,27,1,16.11,AU,1712015144
477,fortuna,40.5982,-124.1573,63.93,80,0,13.8,US,1712015144
478,wanning,18.8003,110.3967,79.45,85,4,13.33,CN,1712015145
479,karatau,43.1667,70.4667,41.54,58,94,1.9,KZ,1712015145
480,oamaru,-45.0784,170.9801,58.51,66,100,8.23,NZ,1712015145
481,salekhard,66.53,66.6019,0.82,99,85,4.38,RU,1712015146
482,khandyga,62.6667,135.6,6.21,94,100,0.22,RU,1712014769
483,nadi,-17.8,177.4167,84.2,84,75,10.36,FJ,1712014668
484,bir el ater,34.7449,8.0602,55.76,71,30,7.67,DZ,1712015147
485,igarka,67.4667,86.5833,9.18,93,100,18.3,RU,1712015147
486,kitami,43.8031,143.8908,38.66,60,97,17.18,JP,1712015148
487,quatre cocos,-20.2078,57.7625,77.11,89,84,14.85,MU,1712015148
488,mvurwi,-17.0333,30.85,60.51,76,81,5.32,ZW,1712015148
489,ha'il,27.5219,41.6907,62.62,63,0,4.61,SA,1712015149
490,ponnani,10.767,75.9252,79.92,81,31,1.97,IN,1712015149
491,huarmey,-10.0681,-78.1522,72.84,84,100,7.54,PE,1712015150
492,santa cruz,-17.8,-63.1667,84.25,65,40,11.5,BO,1712014642
493,polyarnyy,69.1989,33.4478,17.64,85,99,14.54,RU,1712014818
494,ocean city,39.2776,-74.5746,49.17,87,100,3.0,US,1712015151
495,okoneshnikovo,54.8377,75.0834,33.73,98,100,10.69,RU,1712015151
496,la ronge,55.1001,-105.2842,37.65,75,100,6.91,CA,1712015152
497,puerto san jose,13.9256,-90.8244,89.65,55,40,11.5,GT,1712015152
498,mahina,-17.5065,-149.489,89.37,62,20,9.22,PF,1712015152
499,sodankyla,67.4167,26.6,4.12,94,20,7.31,FI,1712015153
500,susuman,62.7833,148.1667,3.97,86,75,3.0,RU,1712014755
501,belyy yar,53.6039,91.3903,33.69,93,20,0.0,RU,1712015153
502,cabo san lucas,22.8909,-109.9124,77.31,41,20,3.44,MX,1712014754
503,rundu,-17.9333,19.7667,66.09,88,39,6.2,NA,1712015154
504,luchegorsk,46.4764,134.2569,35.04,58,8,7.72,RU,1712015155
505,ulsteinvik,62.3432,5.8487,40.32,84,73,11.01,NO,1712014837
506,charters towers,-20.1,146.2667,79.72,62,92,10.29,AU,1712015155
507,pelabuhan klang,3.0,101.4,83.91,86,96,3.65,MY,1712015113
508,la passe,45.5549,-0.8967,49.98,82,41,19.46,FR,1712015156
509,taoudenni,22.6783,-3.9836,87.33,13,34,11.1,ML,1712014886
510,katsuren-haebaru,26.3369,127.8719,74.17,90,75,11.5,JP,1712014859
511,hobyo,5.3505,48.5268,83.16,78,16,13.67,SO,1712014909
512,chamical,-30.36,-66.314,67.68,49,95,6.78,AR,1712015068
513,sirte,31.2089,16.5887,73.4,31,0,13.27,LY,1712015158
514,murun-kuren,49.6342,100.1625,27.84,63,31,8.23,MN,1712015158
515,as sulaymaniyah,35.5611,45.4375,46.83,61,0,4.61,IQ,1712015159
516,chamrajnagar,11.9167,76.95,72.95,77,3,3.2,IN,1712015159
517,aykhal,66.0,111.5,-1.8,97,99,7.52,RU,1712014778
518,san juan,-31.5375,-68.5364,67.96,32,6,8.57,AR,1712015060
519,beboto,8.2668,16.939,83.52,33,100,4.59,TD,1712015160
520,aljezur,37.3191,-8.8033,54.21,84,63,6.73,PT,1712015161
521,los frentones,-26.4077,-61.4137,75.18,76,68,12.12,AR,1712015161
522,el-tor,28.2364,33.6254,73.54,73,0,14.97,EG,1712015162
523,bentiu,9.2333,29.8333,84.51,50,100,4.21,SS,1712015162
524,nizhneudinsk,54.9076,99.0276,20.7,91,87,2.06,RU,1712015163
525,progreso,21.2833,-89.6667,102.31,78,2,12.82,MX,1712015102
526,soure,-0.7167,-48.5233,79.7,88,99,6.87,BR,1712015163
527,helong,42.5397,128.9972,42.06,30,1,2.33,CN,1712015164
528,lienz,46.8289,12.769,38.71,94,100,4.56,AT,1712015164
529,lisakovsk,52.5369,62.4936,33.75,98,100,3.38,KZ,1712015165
530,boca do acre,-8.7522,-67.3978,73.85,99,100,4.09,BR,1712015165
531,reggane,26.7158,0.1714,78.75,17,0,5.01,DZ,1712015166
532,hami,42.8,93.45,47.39,47,100,7.38,CN,1712015166
533,magadan,59.5667,150.8,25.02,68,87,9.1,RU,1712014814
534,labrador city,52.9463,-66.9114,24.71,76,75,1.01,CA,1712014757
535,pacocha,-17.5833,-71.3333,68.9,85,98,2.55,PE,1712015167
536,herceg novi,42.4531,18.5375,61.66,63,100,2.3,ME,1712015168
537,sur,22.5667,59.5289,77.77,55,39,2.91,OM,1712015168
538,jijel,36.8205,5.7667,51.75,93,40,3.44,DZ,1712015168
539,huangmei,30.1924,116.025,68.54,99,100,3.83,CN,1712015169
540,abadan,30.3392,48.3043,69.75,49,0,4.61,IR,1712015169
541,mirnyy,62.5353,113.9611,24.08,95,98,6.31,RU,1712015023
542,mangalia,43.8,28.5833,58.95,67,31,12.19,RO,1712015170
543,chegdomyn,51.1167,133.0167,25.32,79,81,1.9,RU,1712014893
544,yaren,-0.5472,166.916,82.11,80,85,11.16,NR,1712014889
545,mariehamn,60.0973,19.9348,32.83,93,100,16.11,AX,1712015171
546,maputsoe,-28.8833,27.9,59.95,77,64,0.92,LS,1712015172
547,konarka,19.9,86.1167,81.0,80,45,18.1,IN,1712015172
548,northam,51.0333,-4.2167,48.65,95,28,5.55,GB,1712015173
549,mareeba,-17.0,145.4333,79.45,81,92,5.7,AU,1712014880
550,port said,31.2565,32.2841,67.98,88,0,11.5,EG,1712015173
551,saudarkrokur,65.7461,-19.6394,24.39,78,45,22.55,IS,1712015174
552,remire-montjoly,4.9167,-52.2667,80.64,89,20,8.05,GF,1712014960
553,miles city,46.4083,-105.8406,54.57,37,0,12.66,US,1712015175
554,svencionys,55.15,26.1667,53.83,81,94,6.24,LT,1712015175
555,godda,24.8333,87.2167,76.89,21,27,6.38,IN,1712015176
556,esperanza,19.5847,-70.9849,81.18,73,0,4.0,DO,1712015176
557,gulf breeze,30.3571,-87.1639,74.32,90,75,10.36,US,1712015084
558,monroe,43.1501,-77.6831,48.27,61,75,9.22,US,1712015177
559,lorengau,-2.0226,147.2712,84.45,81,96,11.43,PG,1712014782
560,tupiza,-21.45,-65.7167,64.62,53,5,6.91,BO,1712015178
561,key west,24.5557,-81.7826,80.6,74,0,9.22,US,1712014886
562,kayyerkan,69.3786,87.7439,7.77,94,100,14.85,RU,1712015179
563,walvis bay,-22.9575,14.5053,59.09,94,29,5.75,NA,1712015179
564,rethymno,35.3647,24.4714,62.22,52,4,4.83,GR,1712015180
565,chernyshevskiy,63.0128,112.4714,21.9,96,98,2.89,RU,1712015010
566,fukuecho,32.6881,128.8419,61.16,88,75,4.61,JP,1712015180
567,jiazi,22.8779,116.067,74.91,91,40,7.2,CN,1712015181
568,san juan bautista,-14.0108,-75.7358,74.55,64,43,8.25,PE,1712015181
569,baikonur,45.6167,63.3167,43.95,58,45,10.33,KZ,1712015182
570,zhezqazghan,47.7833,67.7667,30.78,86,0,11.18,KZ,1712015182
571,taesal-li,36.9714,126.4542,49.64,56,90,8.66,KR,1712015182
572,santa terezinha,-29.9002,-50.0904,73.08,92,6,11.05,BR,1712015183
573,mutoko,-17.397,32.2268,59.4,82,80,1.72,ZW,1712015183
574,calderitas,18.55,-88.25,84.31,74,40,16.11,MX,1712015184
575,marolambo,-20.05,48.1167,68.99,99,100,3.71,MG,1712015184
576,pahrump,36.2083,-115.9839,65.25,30,10,14.0,US,1712015185
577,nuuk,64.1835,-51.7216,30.81,74,40,9.22,GL,1712015127
578,masterton,-40.9597,175.6575,62.89,50,16,2.59,NZ,1712015186
579,sarangani,5.4033,125.4636,81.59,75,45,22.28,PH,1712015186
580,egilsstadir,65.2653,-14.3948,19.31,86,75,9.22,IS,1712015186
